customer_id,signup_date,city,age,gender,acquisition_channel,is_prime_member
C103253,29-05-2025,Bengaluru,34,F,Instagram Ads,0
C103254,15-07-2025,Chennai,28,F,Google Ads,1
C103255,20-10-2024,Hyderabad,28,F,Influencer,1
C103256,02-12-2025,Pune,30,F,Referral,0
C103257,10-01-2025,Mumbai,42,M,Google Ads,0
C103258,14-06-2025,Delhi,39,M,Offline Banner,0
C103259,24-11-2024,Delhi,19,F,Instagram Ads,0
C103260,16-04-2025,Chennai,33,M,Organic,1
C103261,26-11-2025,Bengaluru,18,F,Google Ads,0
C103262,17-05-2025,Delhi,27,M,Instagram Ads,0
C103263,02-06-2025,Chennai,25,F,Instagram Ads,0
C103264,08-09-2024,Bengaluru,35,M,Organic,1
C103265,10-11-2025,Pune,22,M,Instagram Ads,0
C103266,17-06-2025,Bengaluru,18,F,Referral,0
C103267,18-10-2024,Delhi,27,M,Offline Banner  ,1
C103268,30-01-2025,Bengaluru,30,F,Influencer,0
C103269,30-07-2025,Chennai,18,F,Google Ads,1
C103270,02-10-2025,Delhi,40,F,Instagram Ads,1
C103271,07-10-2025,Pune,,M,Referral,0
C103272,26-07-2024,Delhi,31,F,Google Ads,0
C103273,13-03-2025,Mumbai,39,F,Offline Banner,0
C103274,02-06-2025,Mumbai,25,F,Offline Banner,1
C103275,04-10-2024,Pune,42,F,Google Ads,1
C103276,17-09-2025,Bengaluru,31,F,Instagram Ads  ,0
C103277,27-11-2025,Mumbai,37,F,Offline Banner,0
C103278,14-12-2024,Pune,34,M,Influencer,0
C103279,23-09-2024,Delhi,36,Other,Referral,0
C103280,12-06-2025,Delhi,31,M,Google Ads,1
C103281,06-03-2025,Delhi,27,Other,Referral,1
C103282,22-05-2024,Hyderabad,46,M,Offline Banner,0
C103283,09-08-2024,Bengaluru,30,M,Instagram Ads,0
C103284,05-02-2025,Pune,22,F,Influencer,1
C103285,02-09-2024,Bengaluru,42,M,Instagram Ads,0
C103286,31-01-2025,Delhi,28,M,Offline Banner,0
C103287,23-12-2024,Pune,18,F,Referral,0
C103288,07-11-2024,Mumbai,24,F,Instagram Ads,0
C103289,05-09-2024,Chennai,18,M,Instagram Ads,0
C103290,27-05-2024,Delhi,24,M,Referral,0
C103291,11-04-2025,Delhi,45,M,Google Ads,0
C103292,27-11-2025,Bengaluru,34,M,Organic,0
C103293,22-01-2024,Delhi,30,F,Google Ads,0
C103294,16-02-2025,Delhi,26,M,Instagram Ads,0
C103295,17-03-2025,Bengaluru,29,M,Referral,0
C103296,15-05-2025,Delhi,39,F,Referral,0
C103297,06-08-2024,Delhi,18,F,Referral,0
C103298,09-02-2025,Mumbai,54,F,Referral,1
C103299,26-06-2025,Mumbai,,M,Referral,0
C103300,13-09-2025,Mumbai,29,F,Referral,0
C103301,27-01-2025,Delhi,29,F,Instagram Ads  ,0
C103302,27-08-2025,Bengaluru,29,M,Instagram Ads,1
C103303,14-07-2025,Hyderabad,25,M,Instagram Ads,0
C103304,20-07-2025,Bengaluru,37,Other,Organic,0
C103305,11-01-2025,Mumbai,40,F,Referral,1
C103306,12-04-2024,Delhi,38,F,Google Ads,0
C103307,07-10-2025,Bengaluru,31,F,Influencer,1
C103308,02-06-2024,Pune,26,M,Google Ads,1
C103309,25-04-2025,Mumbai,29,M,Referral  ,0
C103310,13-10-2025,Delhi,30,F,Instagram Ads,0
C103311,08-01-2025,Delhi,23,M,Organic,0
C103312,05-11-2025,Chennai,32,M,Organic,1
C103313,22-11-2024,Hyderabad,45,M,Influencer,0
C103314,16-06-2025,Mumbai,29,F,Influencer  ,0
C103315,23-12-2024,Mumbai,34,F,Organic,0
C103316,19-06-2025,Pune,25,M,Influencer,0
C103317,02-08-2024,Delhi,38,F,Google Ads,0
C103318,24-06-2025,Bengaluru,25,M,Google Ads,0
C103319,13-01-2025,Hyderabad,27,M,Offline Banner,0
C103320,17-07-2025,Mumbai,,M,Offline Banner,0
C103321,20-09-2024,Delhi,23,F,Referral,1
C103322,06-09-2025,Delhi,34,M,Google Ads,0
C103323,15-05-2024,Pune,39,M,Influencer,0
C103324,06-11-2024,Bengaluru,32,M,Google Ads,0
C103325,20-12-2024,Pune,37,M,Instagram Ads,1
C103326,09-08-2025,Bengaluru,20,F,Organic,0
C103327,25-03-2025,Chennai,34,M,Instagram Ads,1
C103328,22-09-2025,Pune,27,M,Google Ads,0
C103329,01-06-2025,Bengaluru,34,M,Influencer,0
C103330,27-07-2025,Mumbai,43,M,Google Ads,0
C103331,05-09-2024,Bengaluru,18,F,Offline Banner,0
C103332,05-09-2025,Bengaluru,26,M,Offline Banner,1
C103333,21-01-2025,Bengaluru,18,M,Influencer,0
C103334,04-09-2024,Pune,21,M,Offline Banner,0
C103335,15-03-2024,Delhi,27,M,Referral,0
C103336,08-05-2025,Mumbai,37,M,Referral,0
C103337,16-08-2025,Hyderabad,37,F,Influencer  ,0
C103338,19-01-2025,Delhi,37,M,Referral,1
C103339,04-10-2025,Mumbai,35,F,Google Ads,1
C103340,13-04-2025,Chennai,20,F,Organic,0
C103341,17-03-2024,Bengaluru,37,M,Organic,0
C103342,06-11-2025,Chennai,25,F,Organic,1
C103343,30-09-2025,Hyderabad,34,F,Organic,0
C103344,17-03-2025,Hyderabad,23,F,Organic,0
C103345,14-02-2024,Bengaluru,29,F,Organic,0
C103346,03-12-2025,Delhi,30,M,Referral,1
C103347,20-01-2025,Bengaluru,33,M,Instagram Ads,0
C103348,30-11-2024,Delhi,24,F,Influencer,1
C103349,04-09-2025,Chennai,36,M,Instagram Ads,0
C103350,02-05-2024,Mumbai,20,M,Offline Banner,0
C103351,16-06-2025,Delhi,44,F,Influencer,1
C103352,20-04-2025,Bengaluru,24,M,Organic,0
C103353,25-04-2024,Bengaluru,18,M,Offline Banner,0
C103354,20-06-2025,Delhi,30,M,Organic,0
C103355,07-01-2025,Delhi,,M,Instagram Ads,0
C103356,28-08-2025,Pune,23,M,Referral,1
C103357,31-03-2024,Bengaluru,,F,Google Ads,0
C103358,03-06-2025,Delhi,37,Other,Google Ads,0
C103359,31-08-2025,Mumbai,34,M,Referral,0
C103360,25-08-2025,Delhi,23,M,Organic  ,1
C103361,04-05-2024,Delhi,26,F,Referral,1
C103362,13-11-2024,Chennai,26,F,Referral,1
C103363,29-11-2024,Mumbai,18,F,Google Ads,0
C103364,27-05-2025,Delhi,33,F,Referral,0
C103365,18-04-2025,Chennai,33,M,Google Ads,0
C103366,15-10-2024,Hyderabad,31,F,Google Ads,0
C103367,20-12-2025,Delhi,32,M,Organic,0
C103368,26-05-2024,Mumbai,21,F,Google Ads,1
C103369,10-10-2024,Pune,23,F,Instagram Ads,1
C103370,07-06-2025,Mumbai,28,F,Google Ads,0
C103371,25-07-2025,Bengaluru,42,F,Organic,0
C103372,07-10-2025,Bengaluru,40,F,Influencer,0
C103373,06-07-2025,Mumbai,35,F,Offline Banner,0
C103374,24-06-2025,Bengaluru,47,M,Organic,1
C103375,17-04-2024,Mumbai,35,F,Google Ads,0
C103376,13-09-2024,Delhi,36,F,Google Ads  ,0
C103377,03-06-2025,Pune,42,F,Instagram Ads,1
C103378,23-06-2025,Delhi,36,M,Organic,1
C103379,22-02-2025,Mumbai,44,F,Referral,0
C103380,14-02-2025,Bengaluru,31,M,Organic,0
C103381,22-04-2025,Hyderabad,25,F,Instagram Ads,1
C103382,31-10-2025,Mumbai,30,F,Google Ads,0
C103383,04-02-2025,Hyderabad,32,F,Google Ads,1
C103384,02-07-2025,Delhi,23,F,Influencer,0
C103385,09-01-2025,Bengaluru,25,M,Instagram Ads,0
C103386,25-01-2025,Pune,27,F,Organic,0
C103387,18-08-2024,Pune,22,Other,Instagram Ads,0
C103388,23-06-2024,Bengaluru,26,M,Referral,1
C103389,18-04-2025,Mumbai,36,M,Instagram Ads,0
C103390,20-05-2025,Delhi,37,F,Instagram Ads,1
C103391,13-12-2024,Mumbai,19,M,Instagram Ads,0
C103392,10-09-2025,Bengaluru,33,M,Google Ads,0
C103393,30-12-2024,Delhi,30,M,Google Ads,0
C103394,18-07-2025,Chennai,39,F,Influencer,0
C103395,23-09-2024,Pune,28,M,Instagram Ads,0
C103396,11-03-2025,Delhi,21,F,Instagram Ads,0
C103397,02-11-2025,Bengaluru,27,F,Organic,0
C103398,11-02-2025,Hyderabad,21,F,Organic,1
C103399,10-11-2024,Delhi,18,M,Google Ads,0
C103400,24-12-2024,Bengaluru,30,M,Organic,0
C103401,17-10-2024,Mumbai,35,M,Organic,0
C103402,28-03-2025,Delhi,32,F,Google Ads,0
C103403,23-08-2024,Bengaluru,20,M,Referral,1
C103404,15-01-2025,Chennai,20,M,Instagram Ads,0
C103405,05-07-2025,Mumbai,32,M,Instagram Ads,1
C103406,19-01-2025,Bengaluru,44,M,Offline Banner,0
C103407,09-12-2024,Mumbai,41,F,Google Ads,0
C103408,20-05-2025,Pune,28,F,Google Ads,1
C103409,25-11-2025,Pune,32,F,Offline Banner,1
C103410,01-10-2025,Delhi,38,M,Organic,0
C103411,29-08-2024,Pune,29,F,Referral,0
C103412,06-08-2025,Delhi,20,M,Organic,0
C103413,03-09-2024,Delhi,18,F,Organic,0
C103414,01-10-2025,Bengaluru,32,M,Organic,0
C103415,12-12-2025,Mumbai,29,F,Instagram Ads,0
C103416,14-07-2025,Bengaluru,18,M,Google Ads,1
C103417,25-05-2025,Bengaluru,19,M,Google Ads,0
C103418,08-02-2025,Delhi,28,M,Instagram Ads,0
C103419,16-06-2025,Mumbai,26,M,Google Ads,1
C103420,24-06-2025,Mumbai,42,M,Organic,0
C103421,05-12-2025,Mumbai,42,F,Instagram Ads,0
C103422,30-01-2025,Delhi,24,M,Google Ads,0
C103423,17-03-2025,Delhi,43,M,Organic,1
C103424,23-09-2025,Pune,43,M,Referral,0
C103425,06-02-2024,Chennai,33,M,Influencer,1
C103426,01-01-2025,Delhi,23,M,Influencer,0
C103427,22-06-2024,Delhi,31,M,Offline Banner,0
C103428,29-10-2024,Bengaluru,18,M,Referral,0
C103429,02-12-2024,Chennai,26,M,Organic,0
C103430,06-01-2025,Mumbai,33,F,Influencer,0
C103431,23-07-2025,Pune,34,M,Influencer,1
C103432,29-07-2025,Bengaluru,27,F,Organic,0
C103433,19-06-2025,Chennai,31,F,Referral,1
C103434,04-09-2025,Delhi,22,F,Google Ads,0
C103435,03-11-2024,Chennai,42,M,Influencer,0
C103436,07-12-2025,Mumbai,42,F,Organic,0
C103437,15-08-2025,Chennai,36,F,Influencer,0
C103438,16-05-2024,Mumbai,28,M,Instagram Ads,0
C103439,24-01-2025,Bengaluru,24,M,Google Ads,0
C103440,27-05-2024,Pune,37,M,Google Ads,0
C103441,05-10-2025,Hyderabad,32,M,Influencer,1
C103442,27-12-2025,Bengaluru,22,F,Influencer,0
C103443,14-10-2024,Mumbai,39,F,Google Ads,0
C103444,19-06-2025,Hyderabad,27,M,Organic,0
C103445,10-04-2025,Chennai,24,M,Instagram Ads,0
C103446,02-10-2024,Delhi,38,M,Google Ads,0
C103447,15-07-2025,Bengaluru,24,M,Referral,0
C103448,30-05-2025,Pune,32,M,Organic,0
C103449,24-08-2024,Bengaluru,,M,Influencer,1
C103450,28-03-2025,Pune,40,M,Google Ads,1
C103451,14-12-2024,Pune,33,F,Referral,0
C103452,11-12-2024,Hyderabad,21,F,Organic,0
C103453,12-11-2025,Hyderabad,27,F,Google Ads,0
C103454,10-11-2024,Chennai,50,F,Offline Banner,0
C103455,20-03-2024,Pune,38,M,Influencer,0
C103456,24-09-2024,Pune,29,F,Google Ads,0
C103457,24-05-2025,Delhi,20,M,Referral,0
C103458,26-05-2024,Delhi,18,F,Instagram Ads,0
C103459,18-06-2024,Bengaluru,40,M,Referral,0
C103460,15-06-2025,Hyderabad,40,M,Organic,0
C103461,13-04-2025,Mumbai,30,M,Instagram Ads,0
C103462,11-05-2025,Delhi,27,M,Influencer,0
C103463,06-04-2024,Mumbai,40,M,Referral,1
C103464,25-08-2024,Hyderabad,19,M,Offline Banner,0
C103465,09-01-2025,Pune,46,F,Instagram Ads,0
C103466,27-08-2025,Chennai,36,M,Influencer,0
C103467,26-02-2025,Mumbai,20,M,Influencer,0
C103468,30-03-2024,Mumbai,37,F,Instagram Ads,0
C103469,13-12-2025,Mumbai,25,M,Google Ads,0
C103470,27-08-2025,Mumbai,20,F,Influencer,0
C103471,13-04-2025,Bengaluru,37,F,Referral,0
C103472,21-06-2024,Mumbai,22,Other,Google Ads,1
C103473,06-04-2025,Delhi,20,M,Offline Banner,0
C103474,12-05-2025,Mumbai,34,M,Instagram Ads,1
C103475,17-02-2025,Delhi,,F,Referral,1
C103476,13-03-2025,Delhi,39,M,Organic,1
C103477,09-02-2024,Mumbai,28,M,Organic,0
C103478,21-12-2024,Delhi,27,M,Google Ads,1
C103479,20-02-2024,Mumbai,18,F,Referral,0
C103480,24-08-2025,Mumbai,35,M,Organic,0
C103481,05-12-2025,Bengaluru,30,F,Referral  ,1
C103482,09-08-2025,Chennai,40,M,Organic,0
C103483,12-12-2024,Bengaluru,37,F,Google Ads,0
C103484,15-03-2024,Bengaluru,33,M,Influencer,0
C103485,06-04-2024,Chennai,,M,Referral,0
C103486,14-12-2025,Mumbai,27,M,Offline Banner,1
C103487,31-07-2024,Delhi,35,M,Instagram Ads,0
C103488,02-01-2025,Mumbai,30,M,Google Ads,0
C103489,18-03-2025,Mumbai,,M,Instagram Ads,1
C103490,11-03-2024,Bengaluru,41,F,Referral,0
C103491,20-05-2025,Delhi,28,F,Google Ads,1
C103492,24-08-2024,Pune,31,F,Organic,0
C103493,27-07-2024,Delhi,24,Other,Influencer,0
C103494,11-12-2025,Pune,30,F,Instagram Ads,0
C103495,30-06-2025,Chennai,38,M,Instagram Ads,0
C103496,03-12-2024,Chennai,26,F,Influencer,0
C103497,16-12-2025,Pune,28,F,Google Ads,0
C103498,28-09-2024,Delhi,21,F,Google Ads,0
C103499,08-11-2024,Hyderabad,26,F,Instagram Ads,0
C103500,31-07-2025,Delhi,35,F,Google Ads,0
C103501,24-08-2025,Pune,29,F,Instagram Ads,0
C103502,23-05-2025,Mumbai,21,F,Organic,1
C103503,04-05-2025,Mumbai,32,F,Referral,0
C103504,12-04-2024,Chennai,30,M,Influencer,0
C103505,09-07-2025,Delhi,39,F,Google Ads,0
C103506,27-12-2024,Delhi,,F,Referral,0
C103507,15-05-2025,Mumbai,23,M,Google Ads,0
C103508,21-09-2025,Hyderabad,38,M,Offline Banner,0
C103509,17-08-2024,Bengaluru,23,F,Referral,0
C103510,10-10-2024,Bengaluru,20,M,Instagram Ads,0
C103511,05-09-2024,Pune,22,M,Google Ads,0
C103512,11-01-2025,Delhi,26,M,Instagram Ads,1
C103513,04-12-2025,Bengaluru,18,F,Instagram Ads,1
C103514,16-06-2024,Hyderabad,18,M,Referral,0
C103515,16-10-2025,Bengaluru,37,F,Google Ads,0
C103516,20-12-2025,Mumbai,29,F,Offline Banner,1
C103517,06-02-2025,Delhi,29,M,Instagram Ads,1
C103518,31-01-2025,Delhi,30,M,Influencer,1
C103519,27-12-2024,Delhi,35,F,Google Ads,0
C103520,07-10-2025,Mumbai,24,F,Instagram Ads,0
C103521,29-07-2024,Delhi,35,M,Offline Banner,0
C103522,16-04-2024,Mumbai,31,F,Influencer,0
C103523,02-07-2025,Delhi,,F,Organic,0
C103524,15-07-2025,Hyderabad,35,F,Organic,0
C103525,22-11-2024,Pune,31,M,Offline Banner,1
C103526,16-09-2025,Mumbai,22,M,Referral,0
C103527,21-07-2024,Bengaluru,23,F,Instagram Ads,0
C103528,22-08-2025,Chennai,,M,Instagram Ads,1
C103529,23-11-2025,Bengaluru,39,M,Organic,0
C103530,09-03-2025,Chennai,33,M,Organic,0
C103531,01-02-2025,Delhi,,F,Organic,0
C103532,17-06-2025,Pune,40,M,Instagram Ads  ,1
C103533,31-07-2025,Bengaluru,29,M,Offline Banner,0
C103534,06-03-2025,Delhi,32,F,Referral,0
C103535,26-07-2024,Chennai,36,M,Organic,1
C103536,08-04-2024,Chennai,21,M,Instagram Ads,0
C103537,12-03-2025,Mumbai,39,F,Offline Banner,0
C103538,10-08-2025,Chennai,41,M,Referral,0
C103539,30-06-2025,Delhi,25,F,Referral,1
C103540,10-09-2025,Hyderabad,53,M,Offline Banner,0
C103541,03-01-2025,Delhi,37,M,Offline Banner,0
C103542,16-05-2025,Delhi,29,F,Instagram Ads,0
C103543,17-09-2025,Hyderabad,18,Other,Offline Banner,0
C103544,19-05-2024,Mumbai,30,M,Organic,1
C103545,08-02-2025,Delhi,34,F,Instagram Ads,0
C103546,19-11-2024,Mumbai,33,M,Instagram Ads,0
C103547,21-03-2025,Delhi,20,M,Google Ads,1
C103548,20-10-2024,Hyderabad,25,M,Referral,1
C103549,08-07-2025,Delhi,36,F,Organic,0
C103550,23-09-2025,Pune,35,M,Instagram Ads,0
C103551,05-09-2025,Mumbai,38,M,Influencer,0
C103552,18-10-2025,Mumbai,31,F,Influencer,1
C103553,04-07-2025,Mumbai,30,M,Organic,0
C103554,10-02-2025,Bengaluru,35,M,Offline Banner,0
C103555,18-04-2025,Delhi,31,M,Influencer,1
C103556,20-12-2025,Mumbai,18,F,Instagram Ads,0
C103557,14-08-2024,Mumbai,43,M,Influencer,1
C103558,23-08-2024,Pune,38,Other,Offline Banner,0
C103559,11-03-2025,Delhi,34,M,Instagram Ads,0
C103560,03-11-2024,Pune,20,M,Offline Banner,1
C103561,13-04-2025,Delhi,,F,Instagram Ads,0
C103562,29-09-2024,Delhi,27,F,Referral,0
C103563,17-01-2025,Delhi,37,M,Organic,1
C103564,03-05-2024,Delhi,35,M,Influencer,0
C103565,07-02-2025,Bengaluru,28,M,Organic,1
C103566,28-12-2024,Chennai,39,F,Referral,0
C103567,05-12-2024,Delhi,21,F,Organic,1
C103568,24-09-2024,Mumbai,31,M,Organic  ,0
C103569,15-11-2024,Mumbai,44,F,Referral  ,0
C103570,03-04-2025,Mumbai,34,M,Referral  ,0
C103571,28-02-2025,Mumbai,38,M,Influencer  ,1
C103572,13-10-2025,Pune,,M,Google Ads,0
C103573,21-09-2025,Delhi,30,F,Referral,0
C103574,20-05-2024,Hyderabad,21,M,Instagram Ads,0
C103575,07-02-2025,Delhi,29,F,Organic,0
C103576,12-09-2024,Mumbai,36,F,Instagram Ads,1
C103577,28-08-2025,Mumbai,22,F,Referral,0
C103578,05-09-2024,Mumbai,,F,Instagram Ads,0
C103579,12-06-2025,Delhi,34,M,Instagram Ads,0
C103580,22-05-2025,Delhi,37,F,Referral,1
C103581,26-06-2025,Mumbai,47,M,Google Ads,1
C103582,11-08-2025,Pune,28,F,Google Ads  ,0
C103583,21-02-2025,Delhi,29,M,Instagram Ads,0
C103584,01-04-2025,Hyderabad,37,M,Offline Banner,0
C103585,08-07-2025,Mumbai,35,M,Instagram Ads,0
C103586,21-07-2025,Pune,28,M,Influencer,0
C103587,13-09-2025,Mumbai,30,M,Organic,0
C103588,09-09-2024,Delhi,25,F,Instagram Ads,1
C103589,05-04-2025,Chennai,21,F,Referral,0
C103590,30-06-2024,Delhi,29,F,Offline Banner,0
C103591,19-09-2025,Bengaluru,43,M,Organic,0
C103592,05-08-2024,Bengaluru,25,M,Instagram Ads,0
C103593,23-08-2025,Mumbai,19,F,Referral,0
C103594,08-03-2025,Chennai,22,M,Referral,0
C103595,06-07-2025,Pune,35,F,Influencer,1
C103596,04-11-2025,Pune,34,M,Offline Banner,1
C103597,13-05-2025,Chennai,41,Other,Instagram Ads,0
C103598,09-02-2025,Mumbai,39,M,Google Ads,0
C103599,23-05-2025,Delhi,33,M,Google Ads,1
C103600,28-07-2025,Hyderabad,36,F,Offline Banner,1
C103601,27-01-2025,Mumbai,25,M,Referral,0
C103602,21-11-2025,Delhi,36,F,Influencer,1
C103603,16-08-2025,Bengaluru,30,M,Google Ads,0
C103604,06-08-2024,Chennai,37,M,Organic,0
C103605,12-09-2025,Delhi,34,M,Google Ads,0
C103606,07-03-2024,Pune,27,M,Offline Banner,0
C103607,05-11-2024,Mumbai,22,F,Referral,0
C103608,30-06-2025,Delhi,,F,Influencer,0
C103609,22-06-2024,Pune,32,F,Google Ads,1
C103610,18-03-2025,Chennai,24,F,Organic,1
C103611,12-08-2025,Mumbai,29,M,Google Ads,0
C103612,28-07-2025,Mumbai,39,M,Instagram Ads,0
C103613,20-02-2025,Mumbai,40,F,Google Ads,0
C103614,24-06-2025,Pune,34,M,Referral,0
C103615,22-11-2025,Delhi,41,M,Instagram Ads,0
C103616,18-10-2024,Delhi,20,F,Instagram Ads  ,0
C103617,20-10-2025,Hyderabad,41,F,Referral,1
C103618,24-03-2025,Mumbai,20,M,Google Ads,1
C103619,17-06-2025,Mumbai,31,F,Referral,0
C103620,17-11-2025,Pune,24,F,Referral,0
C103621,05-09-2024,Chennai,36,F,Instagram Ads  ,1
C103622,15-02-2025,Chennai,18,F,Instagram Ads,0
C103623,17-06-2025,Mumbai,,M,Influencer,0
C103624,03-07-2024,Chennai,25,F,Instagram Ads,0
C103625,04-04-2024,Hyderabad,25,M,Organic,1
C103626,14-09-2025,Delhi,26,F,Google Ads,0
C103627,08-02-2025,Bengaluru,25,F,Offline Banner  ,0
C103628,25-10-2025,Delhi,36,F,Instagram Ads,0
C103629,17-06-2025,Hyderabad,30,F,Influencer,0
C103630,06-10-2024,Hyderabad,43,M,Referral,0
C103631,27-10-2024,Hyderabad,32,F,Instagram Ads,0
C103632,21-12-2024,Delhi,38,F,Google Ads,0
C103633,10-10-2024,Bengaluru,35,M,Google Ads,0
C103634,09-04-2025,Delhi,23,M,Google Ads,0
C103635,14-03-2024,Chennai,26,F,Google Ads,0
C103636,28-08-2025,Bengaluru,38,F,Offline Banner,0
C103637,16-11-2025,Delhi,18,F,Google Ads,0
C103638,13-07-2025,Delhi,,F,Google Ads,1
C103639,07-06-2025,Bengaluru,29,M,Organic  ,0
C103640,11-07-2024,Mumbai,25,M,Influencer,0
C103641,25-03-2025,Hyderabad,,F,Instagram Ads,0
C103642,27-05-2025,Mumbai,43,F,Organic,0
C103643,11-04-2025,Bengaluru,18,M,Referral,0
C103644,06-08-2025,Delhi,21,F,Instagram Ads,0
C103645,31-05-2025,Bengaluru,,F,Google Ads,0
C103646,30-11-2025,Chennai,27,F,Instagram Ads,0
C103647,24-11-2025,Bengaluru,26,F,Google Ads,1
C103648,27-09-2025,Delhi,32,F,Google Ads,1
C103649,01-10-2024,Chennai,27,M,Google Ads,1
C103650,02-10-2024,Delhi,34,F,Referral,1
C103651,11-11-2025,Hyderabad,24,M,Organic  ,0
C103652,03-05-2025,Bengaluru,47,F,Organic,1
C103653,10-06-2025,Mumbai,35,M,Organic,0
C103654,10-05-2025,Delhi,35,F,Influencer,0
C103655,08-12-2024,Delhi,36,F,Influencer,0
C103656,29-03-2025,Pune,22,M,Influencer,0
C103657,20-11-2025,Pune,29,F,Instagram Ads,0
C103658,19-05-2024,Mumbai,29,M,Google Ads,0
C103659,16-04-2024,Delhi,27,M,Referral,1
C103660,20-10-2025,Pune,28,F,Google Ads,1
C103661,26-04-2025,Bengaluru,37,F,Instagram Ads,1
C103662,26-09-2024,Mumbai,30,M,Google Ads,1
C103663,05-10-2024,Mumbai,33,F,Offline Banner,1
C103664,20-05-2024,Mumbai,18,F,Google Ads,0
C103665,17-07-2025,Bengaluru,18,M,Google Ads  ,0
C103666,19-05-2025,Bengaluru,23,F,Instagram Ads  ,0
C103667,10-11-2024,Mumbai,44,M,Organic,0
C103668,29-03-2025,Pune,47,M,Google Ads,1
C103669,06-03-2025,Mumbai,38,F,Instagram Ads,0
C103670,19-08-2024,Bengaluru,27,F,Offline Banner,0
C103671,08-07-2024,Mumbai,34,F,Organic,0
C103672,04-12-2024,Hyderabad,41,F,Organic,0
C103673,16-12-2025,Delhi,45,F,Offline Banner,1
C103674,07-02-2025,Delhi,21,M,Google Ads,0
C103675,05-12-2025,Pune,32,F,Organic  ,1
C103676,20-06-2025,Delhi,28,M,Instagram Ads,1
C103677,27-02-2025,Bengaluru,35,M,Organic,0
C103678,18-12-2025,Chennai,31,F,Instagram Ads,1
C103679,29-05-2025,Bengaluru,22,F,Instagram Ads,1
C103680,06-06-2025,Delhi,34,M,Google Ads,0
C103681,15-02-2024,Mumbai,25,F,Instagram Ads,1
C103682,17-12-2024,Pune,30,M,Referral,0
C103683,09-04-2025,Mumbai,31,M,Referral,1
C103684,27-02-2025,Hyderabad,44,F,Organic,0
C103685,31-01-2025,Hyderabad,33,F,Instagram Ads,1
C103686,20-07-2025,Bengaluru,30,F,Instagram Ads,0
C103687,16-06-2025,Hyderabad,36,F,Organic,1
C103688,02-02-2024,Mumbai,23,M,Organic,0
C103689,06-06-2025,Bengaluru,31,F,Instagram Ads,0
C103690,05-07-2025,Hyderabad,36,M,Referral,1
C103691,10-10-2025,Delhi,35,M,Influencer,0
C103692,06-07-2024,Mumbai,26,Other,Instagram Ads,1
C103693,05-04-2025,Bengaluru,33,F,Google Ads,0
C103694,18-04-2025,Bengaluru,36,F,Google Ads,1
C103695,12-04-2024,Bengaluru,23,M,Offline Banner,1
C103696,08-07-2025,Hyderabad,26,M,Instagram Ads,0
C103697,16-06-2025,Bengaluru,28,M,Google Ads,1
C103698,17-09-2025,Pune,49,F,Influencer,0
C103699,09-04-2025,Hyderabad,25,F,Google Ads,1
C103700,29-04-2025,Mumbai,33,F,Referral,0
C103701,09-05-2024,Mumbai,28,F,Instagram Ads,0
C103702,12-06-2025,Bengaluru,23,F,Offline Banner,1
C103703,24-07-2024,Pune,36,F,Influencer,0
C103704,24-11-2024,Delhi,19,F,Organic,0
C103705,17-10-2025,Bengaluru,42,F,Instagram Ads,1
C103706,29-06-2024,Delhi,22,F,Instagram Ads,0
C103707,20-07-2024,Mumbai,25,M,Referral,0
C103708,11-03-2025,Hyderabad,35,F,Google Ads,0
C103709,09-10-2024,Delhi,37,M,Organic,0
C103710,09-01-2025,Bengaluru,32,Other,Referral,0
C103711,19-11-2024,Pune,26,F,Influencer,0
C103712,23-05-2025,Chennai,18,F,Google Ads,0
C103713,08-02-2025,Delhi,30,M,Referral,1
C103714,25-06-2025,Hyderabad,24,M,Organic,0
C103715,30-12-2024,Chennai,,M,Referral,0
C103716,30-08-2025,Delhi,32,F,Influencer,0
C103717,20-12-2025,Mumbai,20,M,Instagram Ads,0
C103718,27-03-2025,Chennai,28,F,Organic,0
C103719,23-05-2024,Delhi,37,F,Offline Banner,1
C103720,05-10-2025,Chennai,40,M,Google Ads,0
C103721,21-02-2025,Bengaluru,28,F,Google Ads,0
C103722,30-05-2024,Delhi,30,M,Instagram Ads,0
C103723,11-11-2025,Mumbai,35,M,Organic  ,0
C103724,16-07-2024,Mumbai,23,F,Referral,1
C103725,04-05-2025,Mumbai,33,F,Instagram Ads,0
C103726,23-08-2025,Bengaluru,33,M,Organic,0
C103727,23-01-2024,Bengaluru,35,F,Influencer,0
C103728,06-07-2025,Bengaluru,30,F,Offline Banner,1
C103729,07-05-2025,Delhi,18,M,Referral  ,0
C103730,27-06-2025,Pune,32,M,Referral,0
C103731,02-09-2025,Bengaluru,23,F,Influencer,0
C103732,31-08-2024,Pune,44,F,Google Ads,1
C103733,06-05-2025,Pune,45,F,Organic,0
C103734,16-11-2025,Mumbai,21,M,Organic,0
C103735,15-10-2024,Delhi,24,M,Google Ads,1
C103736,26-07-2025,Chennai,18,F,Instagram Ads,0
C103737,12-12-2024,Hyderabad,36,M,Instagram Ads,1
C103738,19-04-2025,Delhi,,F,Google Ads,0
C103739,13-08-2024,Hyderabad,33,F,Referral,0
C103740,03-12-2024,Delhi,26,F,Influencer,1
C103741,20-01-2025,Delhi,18,M,Google Ads,0
C103742,09-04-2025,Bengaluru,32,M,Google Ads,1
