date,channel,city,spend_inr,impressions,clicks
18-03-2025,Influencer,Pune,830.24,38306,908
18-03-2025,Influencer,Chennai,550.17,23723,724
18-03-2025,Offline Banner,Delhi,1206.68,57406,974
18-03-2025,Offline Banner,Mumbai,1500.11,54519,1675
18-03-2025,Offline Banner,Bengaluru,1446.03,79272,1223
18-03-2025,Offline Banner,Hyderabad,846.39,36660,1042
18-03-2025,Offline Banner,Pune,791.41,31800,921
18-03-2025,Offline Banner,Chennai,463.41,24213,292
19-03-2025,Instagram Ads,Delhi,2500.91,124169,2839
19-03-2025,Instagram Ads,Mumbai,1736.84,48992,2118
19-03-2025,Instagram Ads,Bengaluru,1614.86,56469,1003
19-03-2025,Instagram Ads,Hyderabad,842.14,25839,887
19-03-2025,Instagram Ads,Pune,896.55,29573,741
19-03-2025,Instagram Ads,Chennai,753.67,40807,959
19-03-2025,Google Ads,Delhi,2432.31,97240,3033
19-03-2025,Google Ads,Mumbai,1863.32,69697,1191
19-03-2025,Google Ads,Bengaluru,1796.81,66364,1981
19-03-2025,Google Ads,Hyderabad,1158.25,48614,939
19-03-2025,Google Ads,Pune,863.74,31113,926
19-03-2025,Google Ads,Chennai,1031.36,36127,777
19-03-2025,Referral,Delhi,480.19,15460,398
19-03-2025,Referral,Mumbai,431.68,17746,438
19-03-2025,Referral,Bengaluru,468.87,24992,589
19-03-2025,Referral,Hyderabad,277.29,10404,353
19-03-2025,Referral,Pune,264.68,13167,221
19-03-2025,Referral,Chennai,194.36,8544,216
19-03-2025,Influencer,Delhi,1764.48,76958,2391
19-03-2025,Influencer,Mumbai,1147.84,32468,1180
19-03-2025,Influencer,Bengaluru,995.63,44970,1232
19-03-2025,Influencer,Hyderabad,759.36,23602,600
19-03-2025,Influencer,Pune,608.19,18483,778
19-03-2025,Influencer,Chennai,495.88,14135,628
19-03-2025,Offline Banner,Delhi,1226.69,37476,1629
19-03-2025,Offline Banner,Mumbai,1554.02,46189,1606
19-03-2025,Offline Banner,Bengaluru,1014.54,35081,682
19-03-2025,Offline Banner,Hyderabad,749.42,33400,961
19-03-2025,Offline Banner,Pune,798.49,43380,499
19-03-2025,Offline Banner,Chennai,585.31,24315,731
20-03-2025,Instagram Ads,Delhi,2856.19,108990,3900
20-03-2025,Instagram Ads,Mumbai,1795.04,77100,1520
20-03-2025,Instagram Ads,Bengaluru,2118.3,71936,2432
20-03-2025,Instagram Ads,Hyderabad,1186.14,38857,1426
20-03-2025,Instagram Ads,Pune,1073.87,38627,1177
20-03-2025,Instagram Ads,Chennai,650.23,35704,705
20-03-2025,Google Ads,Delhi,2362.31,73546,2006
20-03-2025,Google Ads,Mumbai,1984.69,98755,2619
20-03-2025,Google Ads,Bengaluru,2025.65,61643,2311
20-03-2025,Google Ads,Hyderabad,1051.45,52804,709
20-03-2025,Google Ads,Pune,1061.39,32215,855
20-03-2025,Google Ads,Chennai,973.31,33381,1169
20-03-2025,Referral,Delhi,558.98,29149,563
20-03-2025,Referral,Mumbai,404.49,12133,367
20-03-2025,Referral,Bengaluru,461.61,19501,493
20-03-2025,Referral,Hyderabad,190.85,10255,210
20-03-2025,Referral,Pune,279.86,15216,290
20-03-2025,Referral,Chennai,141.43,6545,163
20-03-2025,Influencer,Delhi,1509.23,62326,1536
20-03-2025,Influencer,Mumbai,1247.02,52951,1512
20-03-2025,Influencer,Bengaluru,1285.54,65565,1692
20-03-2025,Influencer,Hyderabad,940.06,42717,1261
20-03-2025,Influencer,Pune,713.69,36732,960
20-03-2025,Influencer,Chennai,557.69,21810,531
20-03-2025,Offline Banner,Delhi,1725.18,52286,1855
20-03-2025,Offline Banner,Mumbai,1555.18,60642,1758
20-03-2025,Offline Banner,Bengaluru,1095.14,39037,724
20-03-2025,Offline Banner,Hyderabad,715.28,28411,546
20-03-2025,Offline Banner,Pune,746.13,35846,670
20-03-2025,Offline Banner,Chennai,514.41,17803,381
21-03-2025,Instagram Ads,Delhi,2154.67,110533,1751
21-03-2025,Instagram Ads,Mumbai,1597.74,52239,1102
21-03-2025,Instagram Ads,Bengaluru,1965.6,98030,1588
21-03-2025,Instagram Ads,Hyderabad,1070.33,37818,1055
21-03-2025,Instagram Ads,Pune,979.96,53161,1221
21-03-2025,Instagram Ads,Chennai,984.1,36440,972
21-03-2025,Google Ads,Delhi,1820.91,52078,1392
21-03-2025,Google Ads,Mumbai,2282.63,72726,1798
21-03-2025,Google Ads,Bengaluru,1747.33,83404,2042
21-03-2025,Google Ads,Hyderabad,918.29,48686,1099
21-03-2025,Google Ads,Pune,1012.1,46307,1119
21-03-2025,Google Ads,Chennai,873.55,25543,826
21-03-2025,Referral,Delhi,537.33,24628,631
21-03-2025,Referral,Mumbai,420.24,11869,547
21-03-2025,Referral,Bengaluru,372.31,17142,373
21-03-2025,Referral,Hyderabad,305.78,10866,264
21-03-2025,Referral,Pune,208.78,9858,209
21-03-2025,Referral,Chennai,148.07,7216,140
21-03-2025,Influencer,Delhi,1261.28,46748,1140
21-03-2025,Influencer,Mumbai,1219.08,59548,1631
21-03-2025,Influencer,Bengaluru,1147.9,48680,1390
21-03-2025,Influencer,Hyderabad,623.29,32536,772
21-03-2025,Influencer,Pune,807.95,39633,658
21-03-2025,Influencer,Chennai,509.1,23317,570
21-03-2025,Offline Banner,Delhi,1851.64,81231,1606
21-03-2025,Offline Banner,Mumbai,1183.11,45273,1535
21-03-2025,Offline Banner,Bengaluru,919.16,47931,556
21-03-2025,Offline Banner,Hyderabad,792.53,33441,652
21-03-2025,Offline Banner,Pune,793.69,32428,715
21-03-2025,Offline Banner,Chennai,515.01,15215,700
22-03-2025,Instagram Ads,Delhi,3041.51,143582,3452
22-03-2025,Instagram Ads,Mumbai,2379.48,130775,3305
22-03-2025,Instagram Ads,Bengaluru,2172.49,92697,2291
22-03-2025,Instagram Ads,Hyderabad,1516.27,68409,1919
22-03-2025,Instagram Ads,Pune,989.31,33573,922
22-03-2025,Instagram Ads,Chennai,796.77,39617,1043
22-03-2025,Google Ads,Delhi,3325.97,181167,2032
22-03-2025,Google Ads,Mumbai,3103.67,127824,3267
22-03-2025,Google Ads,Bengaluru,1890.93,57017,1232
22-03-2025,Google Ads,Hyderabad,1378.87,67208,1337
22-03-2025,Google Ads,Pune,1088.6,44277,1221
22-03-2025,Google Ads,Chennai,863.89,45127,820
22-03-2025,Referral,Delhi,599.24,22558,821
22-03-2025,Referral,Mumbai,539.66,17698,667
22-03-2025,Referral,Bengaluru,568.43,17801,594
22-03-2025,Referral,Hyderabad,314.66,10888,392
22-03-2025,Referral,Pune,237.18,6789,245
22-03-2025,Referral,Chennai,181.74,9322,114
22-03-2025,Influencer,Delhi,2402.44,110737,3225
22-03-2025,Influencer,Mumbai,1389.06,60768,1713
22-03-2025,Influencer,Bengaluru,1227.99,36856,1230
22-03-2025,Influencer,Hyderabad,785.19,31966,1075
22-03-2025,Influencer,Pune,1056.02,34571,1084
22-03-2025,Influencer,Chennai,740.57,28228,515
22-03-2025,Offline Banner,Delhi,1998.88,66883,1270
22-03-2025,Offline Banner,Mumbai,2016.2,58243,2302
22-03-2025,Offline Banner,Bengaluru,1783.38,60991,1341
22-03-2025,Offline Banner,Hyderabad,717.78,33707,696
22-03-2025,Offline Banner,Pune,770.02,42315,1077
22-03-2025,Offline Banner,Chennai,519.21,17884,624
23-03-2025,Instagram Ads,Delhi,2675.04,114082,3159
23-03-2025,Instagram Ads,Mumbai,2880.07,115092,2097
23-03-2025,Instagram Ads,Bengaluru,1926.33,74924,2296
23-03-2025,Instagram Ads,Hyderabad,1665.06,58400,1857
23-03-2025,Instagram Ads,Pune,986.1,40294,1046
23-03-2025,Instagram Ads,Chennai,903.87,30013,839
23-03-2025,Google Ads,Delhi,3369.06,117289,3049
23-03-2025,Google Ads,Mumbai,2276.57,86211,2240
23-03-2025,Google Ads,Bengaluru,2673.37,107331,3304
23-03-2025,Google Ads,Hyderabad,1348.48,54061,1031
23-03-2025,Google Ads,Pune,1058.41,55001,1302
23-03-2025,Google Ads,Chennai,1114.7,60905,1001
23-03-2025,Referral,Delhi,572.93,17589,415
23-03-2025,Referral,Mumbai,566.22,16840,573
23-03-2025,Referral,Bengaluru,503.37,27561,399
23-03-2025,Referral,Hyderabad,318.53,9099,321
23-03-2025,Referral,Pune,293.3,12300,404
23-03-2025,Referral,Chennai,261.26,14321,326
23-03-2025,Influencer,Delhi,1663.5,50726,1927
23-03-2025,Influencer,Mumbai,1646.28,62987,1374
23-03-2025,Influencer,Bengaluru,1992.19,69573,2586
23-03-2025,Influencer,Hyderabad,1127.61,57621,1253
23-03-2025,Influencer,Pune,751.34,37660,905
23-03-2025,Influencer,Chennai,647.32,26182,574
23-03-2025,Offline Banner,Delhi,1651.74,76244,2250
23-03-2025,Offline Banner,Mumbai,1453.56,45898,1599
23-03-2025,Offline Banner,Bengaluru,1168.63,44284,953
23-03-2025,Offline Banner,Hyderabad,872.3,41546,654
23-03-2025,Offline Banner,Pune,681.68,37375,806
23-03-2025,Offline Banner,Chennai,512.7,19376,457
24-03-2025,Instagram Ads,Delhi,2686.32,84237,2367
24-03-2025,Instagram Ads,Mumbai,1612.79,86135,2142
24-03-2025,Instagram Ads,Bengaluru,1898.11,84580,1437
24-03-2025,Instagram Ads,Hyderabad,1180.8,51260,1591
24-03-2025,Instagram Ads,Pune,773.71,21951,789
24-03-2025,Instagram Ads,Chennai,709.06,20579,458
24-03-2025,Google Ads,Delhi,2820.88,102104,2641
24-03-2025,Google Ads,Mumbai,2126.02,108864,2211
24-03-2025,Google Ads,Bengaluru,2019.12,88605,2353
24-03-2025,Google Ads,Hyderabad,853.47,25754,516
24-03-2025,Google Ads,Pune,1221.27,58190,1364
24-03-2025,Google Ads,Chennai,814.24,27882,915
24-03-2025,Referral,Delhi,528.78,23800,497
24-03-2025,Referral,Mumbai,562.27,21082,603
24-03-2025,Referral,Bengaluru,424.17,13482,376
24-03-2025,Referral,Hyderabad,276.74,14426,330
24-03-2025,Referral,Pune,228.85,9339,297
24-03-2025,Referral,Chennai,186.99,5825,193
24-03-2025,Influencer,Delhi,2023.66,105879,2387
24-03-2025,Influencer,Mumbai,1360.98,43946,1095
24-03-2025,Influencer,Bengaluru,1520.69,51362,1905
24-03-2025,Influencer,Hyderabad,729.32,27012,753
24-03-2025,Influencer,Pune,823.11,30590,589
24-03-2025,Influencer,Chennai,584.31,29533,443
24-03-2025,Offline Banner,Delhi,1848.92,73100,2030
24-03-2025,Offline Banner,Mumbai,1549.3,45557,1955
24-03-2025,Offline Banner,Bengaluru,1468.3,57085,1448
24-03-2025,Offline Banner,Hyderabad,858.49,43728,732
24-03-2025,Offline Banner,Pune,675.09,28973,773
24-03-2025,Offline Banner,Chennai,595.32,17386,493
25-03-2025,Instagram Ads,Delhi,2140.94,91159,1354
25-03-2025,Instagram Ads,Mumbai,2106.33,89262,1864
25-03-2025,Instagram Ads,Bengaluru,2196.03,85798,2392
25-03-2025,Instagram Ads,Hyderabad,1090.89,54755,834
25-03-2025,Instagram Ads,Pune,867.77,44362,969
25-03-2025,Instagram Ads,Chennai,892.23,27325,749
25-03-2025,Google Ads,Delhi,2144.67,111443,2592
25-03-2025,Google Ads,Mumbai,1757.32,75676,1639
25-03-2025,Google Ads,Bengaluru,1660.43,60141,1317
25-03-2025,Google Ads,Hyderabad,1377.82,58996,1000
25-03-2025,Google Ads,Pune,1110.29,49842,696
25-03-2025,Google Ads,Chennai,1037.09,53639,1399
25-03-2025,Referral,Delhi,526.81,22200,710
25-03-2025,Referral,Mumbai,420.74,13215,349
25-03-2025,Referral,Bengaluru,321.05,14352,267
25-03-2025,Referral,Hyderabad,223.69,10070,173
25-03-2025,Referral,Pune,211.26,7659,193
25-03-2025,Referral,Chennai,166.16,5320,163
25-03-2025,Influencer,Delhi,1775.45,77287,1245
25-03-2025,Influencer,Mumbai,1524.75,78590,1100
25-03-2025,Influencer,Bengaluru,1479.44,68189,1186
25-03-2025,Influencer,Hyderabad,683.68,28534,535
25-03-2025,Influencer,Pune,876.08,44056,1060
25-03-2025,Influencer,Chennai,527.86,23279,731
25-03-2025,Offline Banner,Delhi,1641.93,57539,1498
25-03-2025,Offline Banner,Mumbai,1235.16,48358,1571
25-03-2025,Offline Banner,Bengaluru,1254.78,51805,1699
25-03-2025,Offline Banner,Hyderabad,814.82,24594,562
25-03-2025,Offline Banner,Pune,754.68,33826,1008
25-03-2025,Offline Banner,Chennai,628.85,33769,463
26-03-2025,Instagram Ads,Delhi,2858.07,130107,3260
26-03-2025,Instagram Ads,Mumbai,1726.67,74578,1771
26-03-2025,Instagram Ads,Bengaluru,2105.56,90894,2400
26-03-2025,Instagram Ads,Hyderabad,1207.15,53925,1406
26-03-2025,Instagram Ads,Pune,1029.62,46464,1386
26-03-2025,Instagram Ads,Chennai,777.73,34182,639
26-03-2025,Google Ads,Delhi,2324.23,76854,2828
26-03-2025,Google Ads,Mumbai,2123.05,89880,2425
26-03-2025,Google Ads,Bengaluru,2168.75,84681,2383
26-03-2025,Google Ads,Hyderabad,898,28362,994
26-03-2025,Google Ads,Pune,1200.8,51533,1485
26-03-2025,Google Ads,Chennai,652.9,26664,398
26-03-2025,Referral,Delhi,531.16,29119,565
26-03-2025,Referral,Mumbai,358.45,15494,411
26-03-2025,Referral,Bengaluru,424.42,14832,364
26-03-2025,Referral,Hyderabad,235.32,11952,153
26-03-2025,Referral,Pune,191.23,7317,128
26-03-2025,Referral,Chennai,157.18,4877,207
26-03-2025,Influencer,Delhi,1728.93,91410,1290
26-03-2025,Influencer,Mumbai,1249.99,39010,1417
26-03-2025,Influencer,Bengaluru,1195.38,58617,1191
26-03-2025,Influencer,Hyderabad,904.53,31883,1008
26-03-2025,Influencer,Pune,882,34461,1028
26-03-2025,Influencer,Chennai,512.39,24228,518
26-03-2025,Offline Banner,Delhi,1523.77,44628,1814
26-03-2025,Offline Banner,Mumbai,1612.62,77244,1232
26-03-2025,Offline Banner,Bengaluru,1316.89,39643,1066
26-03-2025,Offline Banner,Hyderabad,864.71,29047,1129
26-03-2025,Offline Banner,Pune,620.67,30027,380
26-03-2025,Offline Banner,Chennai,535.55,25490,625
27-03-2025,Instagram Ads,Delhi,2441.02,112116,2556
27-03-2025,Instagram Ads,Mumbai,2425.33,85504,3333
27-03-2025,Instagram Ads,Bengaluru,1349.94,62766,1329
27-03-2025,Instagram Ads,Hyderabad,1339.95,46345,1853
27-03-2025,Instagram Ads,Pune,949.96,33798,966
27-03-2025,Instagram Ads,Chennai,662.2,29685,797
27-03-2025,Google Ads,Delhi,2077.78,73294,2883
27-03-2025,Google Ads,Mumbai,2248.62,81434,1993
27-03-2025,Google Ads,Bengaluru,2247.96,75394,2206
27-03-2025,Google Ads,Hyderabad,1120.36,54916,1553
27-03-2025,Google Ads,Pune,796.12,27989,865
27-03-2025,Google Ads,Chennai,825.37,26680,1136
27-03-2025,Referral,Delhi,604.34,17909,501
27-03-2025,Referral,Mumbai,349.71,11500,337
27-03-2025,Referral,Bengaluru,393.35,14684,280
27-03-2025,Referral,Hyderabad,269.84,12120,339
27-03-2025,Referral,Pune,185.28,6253,254
27-03-2025,Referral,Chennai,185.3,7392,153
27-03-2025,Influencer,Delhi,1325.99,41034,1700
27-03-2025,Influencer,Mumbai,1529.21,71438,1765
27-03-2025,Influencer,Bengaluru,1597.07,46628,2086
27-03-2025,Influencer,Hyderabad,716.02,31793,665
27-03-2025,Influencer,Pune,694.88,30322,827
27-03-2025,Influencer,Chennai,556.55,27606,517
27-03-2025,Offline Banner,Delhi,1647.72,62291,1935
27-03-2025,Offline Banner,Mumbai,1146.27,62049,1537
27-03-2025,Offline Banner,Bengaluru,1414.28,54458,1676
27-03-2025,Offline Banner,Hyderabad,697.8,20791,877
27-03-2025,Offline Banner,Pune,664.57,20563,480
27-03-2025,Offline Banner,Chennai,556.02,28703,358
28-03-2025,Instagram Ads,Delhi,2088.9,83597,1327
28-03-2025,Instagram Ads,Mumbai,1491.96,65794,1301
28-03-2025,Instagram Ads,Bengaluru,1995.08,58467,1569
28-03-2025,Instagram Ads,Hyderabad,1333.36,58936,843
28-03-2025,Instagram Ads,Pune,943.02,38825,681
28-03-2025,Instagram Ads,Chennai,975.73,37317,1134
28-03-2025,Google Ads,Delhi,2889.78,111258,1986
28-03-2025,Google Ads,Mumbai,2210.95,89251,2244
28-03-2025,Google Ads,Bengaluru,2334.49,116485,2151
28-03-2025,Google Ads,Hyderabad,1184.55,41366,1120
28-03-2025,Google Ads,Pune,789.87,40831,1102
28-03-2025,Google Ads,Chennai,825.3,44129,1039
28-03-2025,Referral,Delhi,614.95,31103,534
28-03-2025,Referral,Mumbai,409.45,13514,509
28-03-2025,Referral,Bengaluru,316.78,16172,432
28-03-2025,Referral,Hyderabad,274.36,9679,235
28-03-2025,Referral,Pune,212.7,7679,147
28-03-2025,Referral,Chennai,234.57,9939,282
28-03-2025,Influencer,Delhi,1912.2,71674,2338
28-03-2025,Influencer,Mumbai,1234.21,34930,1499
28-03-2025,Influencer,Bengaluru,1072.33,57998,1401
28-03-2025,Influencer,Hyderabad,676.12,25394,430
28-03-2025,Influencer,Pune,629.38,30066,443
28-03-2025,Influencer,Chennai,668.52,21550,739
28-03-2025,Offline Banner,Delhi,1567.05,66145,2117
28-03-2025,Offline Banner,Mumbai,1499.76,74893,1862
28-03-2025,Offline Banner,Bengaluru,1276.64,50498,1157
28-03-2025,Offline Banner,Hyderabad,560.99,25239,566
28-03-2025,Offline Banner,Pune,664.43,24461,555
28-03-2025,Offline Banner,Chennai,639.45,28558,829
29-03-2025,Instagram Ads,Delhi,3576.37,123588,4501
29-03-2025,Instagram Ads,Mumbai,1925.3,66426,2337
29-03-2025,Instagram Ads,Bengaluru,2232.35,92261,2251
29-03-2025,Instagram Ads,Hyderabad,1552.93,76947,1728
29-03-2025,Instagram Ads,Pune,1489.18,56561,1991
29-03-2025,Instagram Ads,Chennai,1045.47,43313,1444
29-03-2025,Google Ads,Delhi,2883.01,125214,3196
29-03-2025,Google Ads,Mumbai,2500.25,128777,3423
29-03-2025,Google Ads,Bengaluru,2570.57,121166,2791
29-03-2025,Google Ads,Hyderabad,1628.44,58013,1873
29-03-2025,Google Ads,Pune,1063.92,43026,1204
29-03-2025,Google Ads,Chennai,1131.4,50679,1276
29-03-2025,Referral,Delhi,646.62,28583,474
29-03-2025,Referral,Mumbai,463.9,23066,563
29-03-2025,Referral,Bengaluru,576.04,23361,618
29-03-2025,Referral,Hyderabad,255.13,11597,256
29-03-2025,Referral,Pune,332.52,15391,304
29-03-2025,Referral,Chennai,295.6,11767,198
29-03-2025,Influencer,Delhi,1985.3,76440,2239
29-03-2025,Influencer,Mumbai,1708.79,84096,1625
29-03-2025,Influencer,Bengaluru,1330.7,54802,1682
29-03-2025,Influencer,Hyderabad,1138.34,38521,1220
29-03-2025,Influencer,Pune,684.38,27238,738
29-03-2025,Influencer,Chennai,749.61,34081,918
29-03-2025,Offline Banner,Delhi,1994.07,59247,2628
29-03-2025,Offline Banner,Mumbai,1370.21,70880,1136
29-03-2025,Offline Banner,Bengaluru,1538.16,75142,1368
29-03-2025,Offline Banner,Hyderabad,698.91,22292,950
29-03-2025,Offline Banner,Pune,781.91,39885,854
29-03-2025,Offline Banner,Chennai,720.34,23541,960
30-03-2025,Instagram Ads,Delhi,2292.73,69566,1924
30-03-2025,Instagram Ads,Mumbai,2579.26,127025,1584
30-03-2025,Instagram Ads,Bengaluru,2498.23,81921,2514
30-03-2025,Instagram Ads,Hyderabad,1589.31,63868,1398
30-03-2025,Instagram Ads,Pune,1367.94,64536,1154
30-03-2025,Instagram Ads,Chennai,998.18,36429,1389
30-03-2025,Google Ads,Delhi,3549.63,179879,2171
30-03-2025,Google Ads,Mumbai,2519.71,103536,2781
30-03-2025,Google Ads,Bengaluru,2885.45,145162,1828
30-03-2025,Google Ads,Hyderabad,1433.69,73150,1840
30-03-2025,Google Ads,Pune,1199.51,40403,1336
30-03-2025,Google Ads,Chennai,1299.33,42477,874
30-03-2025,Referral,Delhi,740.24,40137,537
30-03-2025,Referral,Mumbai,576.27,21280,696
30-03-2025,Referral,Bengaluru,449.29,22401,295
30-03-2025,Referral,Hyderabad,251.52,8710,192
30-03-2025,Referral,Pune,311.05,13563,413
30-03-2025,Referral,Chennai,295.48,13732,298
30-03-2025,Influencer,Delhi,2159.24,111562,1702
30-03-2025,Influencer,Mumbai,1869.34,57370,1603
30-03-2025,Influencer,Bengaluru,1485.46,66163,933
30-03-2025,Influencer,Hyderabad,992.69,41553,623
30-03-2025,Influencer,Pune,901.81,33791,935
30-03-2025,Influencer,Chennai,618.16,29274,597
30-03-2025,Offline Banner,Delhi,1848.66,76011,1202
30-03-2025,Offline Banner,Mumbai,1281.28,44381,795
30-03-2025,Offline Banner,Bengaluru,1748.82,87951,1815
30-03-2025,Offline Banner,Hyderabad,942.77,37795,922
30-03-2025,Offline Banner,Pune,756.16,39466,585
30-03-2025,Offline Banner,Chennai,566.11,20182,729
31-03-2025,Instagram Ads,Delhi,2905.85,146679,3291
31-03-2025,Instagram Ads,Mumbai,1662.82,65714,2085
31-03-2025,Instagram Ads,Bengaluru,1496.3,49983,1060
31-03-2025,Instagram Ads,Hyderabad,1240.49,39737,1419
31-03-2025,Instagram Ads,Pune,834.45,27984,1132
31-03-2025,Instagram Ads,Chennai,757.72,26293,844
31-03-2025,Google Ads,Delhi,2040.74,78489,2728
31-03-2025,Google Ads,Mumbai,1753.72,77223,2364
31-03-2025,Google Ads,Bengaluru,1855.06,92315,2529
31-03-2025,Google Ads,Hyderabad,1190.31,37988,1278
31-03-2025,Google Ads,Pune,1174.35,45212,883
31-03-2025,Google Ads,Chennai,795.36,37640,679
31-03-2025,Referral,Delhi,517.78,26456,328
31-03-2025,Referral,Mumbai,465.19,19640,575
31-03-2025,Referral,Bengaluru,389.7,16885,379
31-03-2025,Referral,Hyderabad,270.56,11191,253
31-03-2025,Referral,Pune,176.33,7107,221
31-03-2025,Referral,Chennai,170.88,7677,190
31-03-2025,Influencer,Delhi,1914.65,77695,1932
31-03-2025,Influencer,Mumbai,1183.78,51602,1158
31-03-2025,Influencer,Bengaluru,1221.64,55966,1613
31-03-2025,Influencer,Hyderabad,772.21,31943,672
31-03-2025,Influencer,Pune,770.78,30957,476
31-03-2025,Influencer,Chennai,700.23,37567,777
31-03-2025,Offline Banner,Delhi,1391.23,74535,1809
31-03-2025,Offline Banner,Mumbai,1643.89,50310,1393
31-03-2025,Offline Banner,Bengaluru,944.13,29765,871
31-03-2025,Offline Banner,Hyderabad,789.78,25939,825
31-03-2025,Offline Banner,Pune,561.54,18041,497
31-03-2025,Offline Banner,Chennai,561.73,20588,663
01-04-2025,Instagram Ads,Delhi,2943.78,153981,2019
01-04-2025,Instagram Ads,Mumbai,1973.61,84217,1518
01-04-2025,Instagram Ads,Bengaluru,2058.05,78001,1612
01-04-2025,Instagram Ads,Hyderabad,997.42,39802,787
01-04-2025,Instagram Ads,Pune,769.66,29624,678
01-04-2025,Instagram Ads,Chennai,969.98,47813,1275
01-04-2025,Google Ads,Delhi,2278.45,81723,1988
01-04-2025,Google Ads,Mumbai,1594.04,76522,964
01-04-2025,Google Ads,Bengaluru,1724.13,54821,1373
01-04-2025,Google Ads,Hyderabad,928.24,46118,1152
01-04-2025,Google Ads,Pune,912.6,25899,623
01-04-2025,Google Ads,Chennai,946.74,35218,1120
01-04-2025,Referral,Delhi,535.35,28579,321
01-04-2025,Referral,Mumbai,396.27,15389,413
01-04-2025,Referral,Bengaluru,525.38,15093,515
01-04-2025,Referral,Hyderabad,243.23,8354,220
01-04-2025,Referral,Pune,235.31,11772,287
01-04-2025,Referral,Chennai,227.98,11010,300
01-04-2025,Influencer,Delhi,1381.18,41770,982
01-04-2025,Influencer,Mumbai,1393.63,42600,1299
01-04-2025,Influencer,Bengaluru,1074.98,45563,712
01-04-2025,Influencer,Hyderabad,620.34,26879,703
01-04-2025,Influencer,Pune,611.31,18172,466
01-04-2025,Influencer,Chennai,662.11,20518,831
01-04-2025,Offline Banner,Delhi,1560.86,75775,993
01-04-2025,Offline Banner,Mumbai,1065.4,34028,981
01-04-2025,Offline Banner,Bengaluru,1352.55,61625,1379
01-04-2025,Offline Banner,Hyderabad,794.88,38282,955
01-04-2025,Offline Banner,Pune,739.5,26294,581
01-04-2025,Offline Banner,Chennai,664.99,24810,629
02-04-2025,Instagram Ads,Delhi,2028.31,68426,2253
02-04-2025,Instagram Ads,Mumbai,2329.18,77513,1957
02-04-2025,Instagram Ads,Bengaluru,1950.7,69183,1845
02-04-2025,Instagram Ads,Hyderabad,1273.58,66714,1420
02-04-2025,Instagram Ads,Pune,1038.84,55347,1235
02-04-2025,Instagram Ads,Chennai,840.23,40899,618
02-04-2025,Google Ads,Delhi,2006.77,100686,2214
02-04-2025,Google Ads,Mumbai,2345.79,112120,1860
02-04-2025,Google Ads,Bengaluru,1635.61,81503,1877
02-04-2025,Google Ads,Hyderabad,1106.14,36733,973
02-04-2025,Google Ads,Pune,797.17,38813,982
02-04-2025,Google Ads,Chennai,935.98,42416,583
02-04-2025,Referral,Delhi,425.34,16614,556
02-04-2025,Referral,Mumbai,429.43,14855,375
02-04-2025,Referral,Bengaluru,448.1,16799,474
02-04-2025,Referral,Hyderabad,197.3,8611,256
02-04-2025,Referral,Pune,248.96,11153,292
02-04-2025,Referral,Chennai,152.09,6687,136
02-04-2025,Influencer,Delhi,1399.66,76934,1864
02-04-2025,Influencer,Mumbai,1428.88,41460,1132
02-04-2025,Influencer,Bengaluru,1278.11,46743,1046
02-04-2025,Influencer,Hyderabad,804.56,24660,1066
02-04-2025,Influencer,Pune,789.89,35324,930
02-04-2025,Influencer,Chennai,503.97,21463,692
02-04-2025,Offline Banner,Delhi,1571.01,81053,1934
02-04-2025,Offline Banner,Mumbai,1108.04,51171,1411
02-04-2025,Offline Banner,Bengaluru,1274.61,49207,1193
02-04-2025,Offline Banner,Hyderabad,629.35,31206,532
02-04-2025,Offline Banner,Pune,718.11,22611,664
02-04-2025,Offline Banner,Chennai,598.19,19600,513
03-04-2025,Instagram Ads,Delhi,2950.16,119663,3280
03-04-2025,Instagram Ads,Mumbai,1696.07,66148,2176
03-04-2025,Instagram Ads,Bengaluru,1677.16,58885,1825
03-04-2025,Instagram Ads,Hyderabad,872.74,29064,1027
03-04-2025,Instagram Ads,Pune,953.69,27717,1122
03-04-2025,Instagram Ads,Chennai,778.75,36635,699
03-04-2025,Google Ads,Delhi,2658.43,137862,2477
03-04-2025,Google Ads,Mumbai,2142.48,110886,1768
03-04-2025,Google Ads,Bengaluru,1794.76,80265,2207
03-04-2025,Google Ads,Hyderabad,1258.3,56026,1415
03-04-2025,Google Ads,Pune,915.28,41000,1079
03-04-2025,Google Ads,Chennai,661.94,23421,465
03-04-2025,Referral,Delhi,472.21,25130,609
03-04-2025,Referral,Mumbai,481.62,26024,490
03-04-2025,Referral,Bengaluru,461.28,22172,367
03-04-2025,Referral,Hyderabad,227.43,7693,263
03-04-2025,Referral,Pune,281.87,8098,221
03-04-2025,Referral,Chennai,219.53,8198,285
03-04-2025,Influencer,Delhi,1312.59,62739,962
03-04-2025,Influencer,Mumbai,1177.52,33770,1579
03-04-2025,Influencer,Bengaluru,1458.93,49130,1490
03-04-2025,Influencer,Hyderabad,723.19,20315,871
03-04-2025,Influencer,Pune,770.97,36550,550
03-04-2025,Influencer,Chennai,687.65,34604,474
03-04-2025,Offline Banner,Delhi,1702.04,67936,1404
03-04-2025,Offline Banner,Mumbai,1214.08,53598,1582
03-04-2025,Offline Banner,Bengaluru,1015.64,30865,1177
03-04-2025,Offline Banner,Hyderabad,654,29907,891
03-04-2025,Offline Banner,Pune,588.52,20467,368
