order_id,customer_id,order_date,city,payment_mode,delivery_minutes,delivery_rating,discount_pct,order_status
O723249,C105618,30-05-2025,Mumbai,UPI,17.4,,30,Delivered
O723081,C105580,02-05-2025,Bengaluru,Card,25.7,4.5,25,Delivered
O723374,C105661,17-08-2025,Delhi,UPI,30.9,3.5,35,Delivered
O701765,C100416,23-10-2024,Mumbai,Card,25.2,5,15,Delivered
O720886,C105042,18-09-2025,Mumbai,Card,15.7,5,0,Delivered
O704961,C101194,30-10-2025,Mumbai,UPI,30.6,3.5,20,Delivered
O703512,C100879,06-10-2025,Delhi,COD,20.6,5,15,Returned
O720253,C104896,09-11-2024,Hyderabad,UPI,30.5,3,20,Delivered
O713974,C103403,18-03-2025,Bengaluru,COD,26,3.5,5,Delivered
O710293,C102485,07-06-2025,Bengaluru,COD,30.5,4,5,Delivered
O700351,C100083,03-08-2025,Mumbai,UPI,,4.5,5,Returned
O704426,C101074,08-05-2025,Chennai,UPI,21.5,4,5,Delivered
O721319,C105126,25-05-2025,Mumbai,UPI,20.5,5,0,Delivered
O700903,C100216,03-04-2025,DELHI,UPI,18.5,4,30,Delivered
O705076,C101224,21-02-2025,Chennai,Card,26.3,4,10,Delivered
O700303,C100074,18-11-2024,Mumbai,UPI,30.5,4.5,0,Delivered
O704557,C101108,07-05-2025,Mumbai,COD,18.6,,40,Delivered
O715170,C103680,22-11-2025,Delhi,COD,21.2,5,5,Delivered
O706137,C101495,20-11-2024,Bengaluru,Card,24.8,4.5,10,Delivered
O702712,C100695,06-01-2025,Bengaluru,UPI,18.8,5,20,Delivered
O703610,C100905,05-06-2025,Delhi,UPI,25.9,3.5,25,Delivered
O701939,C100454,25-11-2025,Pune,COD,26.6,4.5,5,Delivered
O708808,C102124,21-06-2024,Mumbai,UPI,26.5,4,10,Delivered
O713990,C103406,25-11-2025,Bengaluru,UPI,20.5,5,15,Delivered
O711809,C102849,13-12-2025,Mumbai,Card,24.3,3.5,0,Delivered
O701281,C100286,02-09-2025,Hyderabad,COD,36.6,2.5,10,Delivered
O715281,C103707,19-11-2025,Mumbai,UPI,20.7,4,40,Delivered
O702563,C100649,16-09-2024,Bengaluru,UPI,21.8,4.5,30,Delivered
O704916,C101180,19-09-2025,Bengaluru,UPI,21.7,4.5,0,Delivered
O705916,C101447,27-09-2025,Mumbai,UPI,22.2,4.5,35,Delivered
O703307,C100837,04-10-2025,Delhi,Card,18.3,4.5,15,Delivered
O702126,C100522,12-03-2025,Delhi,UPI,24.6,4.5,40,Delivered
O714201,C103460,07-10-2025,Hyderabad,UPI,32.4,3.5,20,Delivered
O721490,C105170,03-09-2025,Mumbai,Card,24.3,,0,Delivered
O722318,C105408,25-07-2025,Bengaluru,Card,20.1,5,10,Delivered
O701095,C100248,18-12-2025,Delhi,UPI,19,5,25,Delivered
O701972,C100466,13-08-2025,Chennai,UPI,30.2,3.5,10,Delivered
O715221,C103694,24-06-2025,Bengaluru,UPI,17.7,5,5,Delivered
O704602,C101110,23-01-2025,Bengaluru,Card,26.8,4.5,5,Cancelled
O717289,C104160,26-01-2025,Delhi,UPI,19.4,,0,Cancelled
O711062,C102677,03-06-2025,Hyderabad,UPI,19.7,5,15,Delivered
O703477,C100875,16-10-2025,Bengaluru,UPI,34.3,3.5,15,Delivered
O715307,C103716,13-10-2025,Delhi,UPI,24.2,4,15,Delivered
O710612,C102569,11-09-2025,Bengaluru,Card,14.1,5,10,Delivered
O703872,C100962,05-01-2025,Pune,UPI,20.7,4,20,Delivered
O702757,C100703,23-11-2024,Delhi,Card,25.7,,20,Delivered
O720565,C104967,02-10-2024,Delhi,UPI,18.9,4,5,Delivered
O724619,C105971,03-12-2024,Bengaluru,UPI,31,3.5,5,Delivered
O703456,C100868,24-06-2024,Bengaluru,UPI,26.7,3.5,20,Delivered
O705367,C101295,01-07-2025,Delhi,Card,14.4,5,25,Returned
O718277,C104423,02-04-2024,Chennai,UPI,27.5,2.5,0,Delivered
O715510,C103766,27-06-2025,Delhi,UPI,11,5,10,Delivered
O721373,C105137,17-09-2025,Chennai,COD,32.8,4,35,Delivered
O717851,C104305,28-10-2025,Chennai,UPI,35.6,3.5,20,Delivered
O719706,C104761,24-04-2025,Mumbai,UPI,22.6,4,0,Delivered
O724579,C105962,26-08-2025,Bengaluru,COD,24.4,3.5,10,Delivered
O702958,C100745,27-09-2025,HYDERABAD,UPI,26.7,4.5,5,Delivered
O705003,C101205,24-05-2025,Delhi,COD,25.5,3.5,30,Delivered
O712247,C102962,22-09-2025,Pune,Wallet,28.4,4,35,Delivered
O717307,C104162,26-12-2024,Delhi,COD,25.6,4,0,Delivered
O722186,C105369,01-04-2025,bengaluru,COD,23.9,,10,Delivered
O722815,C105506,06-12-2025,Bengaluru,UPI,23.9,4,20,Delivered
O711521,C102778,11-10-2025,Mumbai,,29.5,,20,Delivered
O718521,C104482,07-12-2025,Pune,COD,20.9,5,15,Delivered
O709815,C102378,18-11-2024,Chennai,UPI,20.9,4,5,Delivered
O724066,C105831,03-04-2025,Bengaluru,Card,20.7,4.5,15,Delivered
O703271,C100826,06-10-2025,Bengaluru,COD,27.3,,25,Delivered
O714370,C103492,12-11-2024,Pune,COD,21.2,4.5,15,Delivered
O703095,C100781,31-10-2025,Mumbai,Card,30.8,3.5,20,Delivered
O723217,C105610,23-11-2025,Delhi,UPI,33.7,3.5,20,Delivered
O702515,C100633,01-06-2025,Mumbai,UPI,23.7,5,25,Delivered
O713941,C103396,19-04-2025,Delhi,COD,7.7,5,5,Delivered
O714087,C103428,17-03-2025,BENGALURU,Card,30.2,,0,Delivered
O704663,C101123,01-11-2025,Delhi,UPI,28.9,3,20,Delivered
O704439,C101079,02-03-2025,Delhi,UPI,27.1,4,15,Delivered
O706516,C101589,23-11-2025,Delhi,UPI,24.6,4.5,30,Delivered
O702829,C100714,05-09-2025,Mumbai,COD,,3.5,15,Delivered
O706853,C101672,21-07-2025,Delhi,UPI,27.6,4,15,Delivered
O707066,C101735,07-11-2025,Bengaluru,UPI,36.7,3.5,10,Delivered
O722322,C105412,12-07-2024,Delhi,UPI,35,,5,Delivered
O717986,C104340,21-10-2025,Bengaluru,UPI,31.6,4,15,Delivered
O712373,C103004,20-10-2025,Delhi,Card,18.9,,15,Delivered
O722373,C105420,28-02-2025,Mumbai,COD,19.9,5,40,Delivered
O705618,C101366,11-09-2024,Mumbai,COD,11.4,5,15,Delivered
O703476,C100875,03-10-2025,Bengaluru,UPI,18,5,30,Delivered
O701028,C100237,21-04-2025,Chennai,COD,27.9,3.5,5,Delivered
O707029,C101724,27-09-2025,Delhi,UPI,17.4,5,10,Delivered
O722623,C105462,20-10-2025,Pune,UPI,13.6,5,20,Delivered
O706866,C101673,20-06-2025,Pune,COD,19.4,4,10,Delivered
O717535,C104222,05-07-2025,Mumbai,Card,24.4,,5,Delivered
O701237,C100276,14-05-2025,Mumbai,Card,34.7,2.5,40,Delivered
O719418,C104694,08-09-2025,Pune,UPI,14.8,5,0,Delivered
O711495,C102769,17-03-2025,Delhi,UPI,21.5,4.5,0,Cancelled
O713473,C103283,04-07-2025, Bengaluru ,UPI,28.2,4.5,10,Delivered
O701346,C100299,14-10-2025,Mumbai,Card,23.8,4.5,15,Delivered
O700530,C100136,18-05-2024,Delhi,UPI,13.2,5,20,Delivered
O708331,C102015,19-02-2025,Pune,COD,20.3,4.5,15,Delivered
O700334,C100081,08-06-2025,Bengaluru,UPI,22.8,4,35,Delivered
O715594,C103783,09-10-2025,Delhi,Card,29.5,3.5,25,Delivered
O707410,C101814,10-10-2025,Pune,Card,23.1,4.5,15,Delivered
O723776,C105770,01-03-2024,BENGALURU,Card,29,4.5,10,Delivered
O714740,C103575,03-09-2025,Delhi,UPI,14,5,20,Delivered
O707934,C101934,13-03-2025,Pune,COD,19.1,5,0,Delivered
O720859,C105031,14-03-2025,Pune,UPI,17.9,5,0,Delivered
O710498,C102533,13-10-2024,Delhi,UPI,31.9,4,35,Delivered
O714541,C103531,16-06-2025,Delhi,Card,23.3,4,0,Delivered
O705867,C101431,19-07-2025,Mumbai,COD,23.4,5,35,Delivered
O716636,C104022,18-09-2025,Bengaluru,UPI,25,4,30,Delivered
O700325,C100079,30-11-2024,Delhi,UPI,19.6,5,5,Delivered
O722410,C105428,15-10-2025,Delhi,UPI,14,5,10,Delivered
O700465,C100121,10-10-2024,Mumbai,UPI,24.2,4.5,15,Delivered
O700981,C100228,22-07-2025,Mumbai,Card,30.9,4,0,Delivered
O720756,C105011,04-09-2025,Delhi,UPI,27.9,3.5,10,Delivered
O715427,C103743,31-03-2025,Delhi,UPI,13.9,5,35,Delivered
O701197,C100272,07-11-2025,Delhi,Card,20,5,0,Delivered
O700622,C100159,19-04-2025,Delhi,COD,19.2,5,5,Delivered
O709256,C102224,05-07-2025,Delhi,Card,11.2,5,35,Delivered
O709834,C102382,11-08-2025,Mumbai,COD,22.1,,5,Delivered
O713411,C103267,30-11-2024,Delhi,UPI,20.3,4.5,5,Delivered
O711644,C102809,15-12-2024,Mumbai,Wallet,27.6,3,10,Delivered
O710049,C102436,24-11-2024,Hyderabad,UPI,38.1,3,45,Delivered
O704405,C101068,24-11-2025,Hyderabad,UPI,36.9,4,20,Delivered
O708440,C102038,01-09-2025,Bengaluru,Wallet,30,4.5,40,Delivered
O714416,C103502,19-09-2025,Mumbai,UPI,20.7,5,35,Delivered
O720190,C104887,16-07-2025,Hyderabad,,29.1,,5,Delivered
O701458,C100332,21-10-2025,Hyderabad,Wallet,40.3,1,50,Delivered
O716882,C104064,09-10-2025,delhi,UPI,19.8,4.5,20,Delivered
O708828,C102131,28-11-2024,Delhi,UPI,37.8,2.5,35,Delivered
O711655,C102809,09-07-2025,Mumbai,UPI,34.1,3.5,15,Delivered
O720683,C104995,25-12-2024,Delhi,UPI,16.5,5,5,Delivered
O710689,C102588,23-07-2025,Delhi,UPI,16.8,5,45,Delivered
O708051,C101957,27-07-2025,Hyderabad,Card,34.9,3.5,10,Delivered
O711496,C102770,11-08-2024,Pune,Card,6.4,4,0,Delivered
O716200,C103924,23-11-2025,Delhi,UPI,21.6,4.5,20,Delivered
O700322,C100079,08-08-2024,Delhi,UPI,19.9,4,5,Delivered
O707888,C101927,24-09-2025,Delhi,UPI,13,5,20,Delivered
O715235,C103698,24-10-2025, Pune ,UPI,28.1,4,30,Delivered
O708626,C102095,08-03-2025, Bengaluru ,UPI,26.1,4,10,Delivered
O715922,C103866,04-03-2025,Mumbai,Card,16.4,5,0,Delivered
O709883,C102391,10-10-2025,Hyderabad,UPI,,3,15,Delivered
O709016,C102167,29-12-2025,Mumbai,Card,28.6,4.5,5,Delivered
O702386,C100606,28-07-2024,Delhi,UPI,12.6,5,5,Delivered
O704435,C101076,07-04-2025,Delhi,COD,20.8,4.5,15,Delivered
O721680,C105236,16-05-2024,Chennai,UPI,15,5,15,Delivered
O708186,C101974,22-09-2025,Delhi,UPI,6,5,0,Delivered
O714874,C103604,21-02-2025,Chennai,UPI,15.6,5,20,Delivered
O701228,C100273,16-12-2025,Chennai,COD,19.1,5,45,Delivered
O711036,C102670,22-07-2025,Bengaluru,UPI,16.7,4.5,5,Delivered
O715074,C103654,26-07-2025,Delhi,UPI,9.8,4.5,0,Delivered
O711284,C102720,28-10-2024,Bengaluru,UPI,36.1,3.5,30,Delivered
O701018,C100235,28-11-2025,Mumbai,UPI,24.2,,15,Delivered
O712707,C103080,12-09-2025,Mumbai,UPI,31.9,4,10,Delivered
O703898,C100964,23-11-2025,Bengaluru,UPI,24.7,4.5,20,Delivered
O715118,C103660,05-11-2025,Pune,UPI,15,5,10,Delivered
O701325,C100294,27-10-2025,Pune,UPI,26.6,4,25,Delivered
O721350,C105132,25-11-2025,Delhi,UPI,14.5,5,0,Delivered
O724586,C105963,02-07-2025,Hyderabad,UPI,25.9,3,30,Delivered
O703024,C100765,07-03-2025,Bengaluru,COD,34,3.5,5,Delivered
O722584,C105458,09-06-2025,Delhi,Card,18.8,4.5,15,Delivered
O712582,C103051,14-06-2025,Mumbai,UPI,28.3,4.5,15,Delivered
O717656,C104255,18-11-2024,Pune,UPI,18.4,5,35,Delivered
O706236,C101524,11-09-2025,Pune,UPI,27.5,,45,Delivered
O711754,C102830,20-11-2025,Delhi,UPI,13.9,5,15,Delivered
O708229,C101982,17-11-2025,Mumbai,UPI,29,4,20,Delivered
O708945,C102154,01-11-2025,Chennai,Card,31,4,20,Delivered
O703839,C100961,11-05-2024,Hyderabad,UPI,23.6,4,15,Delivered
O703385,C100856,02-08-2025,Bengaluru,UPI,23.3,4.5,40,Delivered
O707485,C101840,18-05-2025,Bengaluru,Card,21.1,4.5,15,Delivered
O701621,C100376,10-09-2024,Mumbai,UPI,24.3,5,5,Delivered
O704342,C101048,17-12-2024,Bengaluru,UPI,24.9,4.5,5,Delivered
O716616,C104017,29-06-2025,Mumbai,Card,17.8,4.5,40,Delivered
O723444,C105673,18-07-2025,Bengaluru,UPI,28.7,3,10,Delivered
O711031,C102669,23-07-2025,Hyderabad,Card,29.5,3.5,15,Delivered
O717156,C104124,08-11-2025,Hyderabad,UPI,24.1,4.5,15,Delivered
O704172,C101020,10-11-2025,Mumbai,Card,25.7,5,0,Delivered
O720535,C104955,06-11-2025,Delhi,Wallet,25.6,3.5,15,Delivered
O702152,C100528,30-04-2025,CHENNAI,UPI,30.9,4,20,Cancelled
O720144,C104879,01-08-2025,Mumbai,UPI,14.6,5,5,Delivered
O708766,C102115,30-08-2025,Pune,UPI,22.2,4.5,10,Delivered
O718595,C104502,07-08-2025,Delhi,UPI,20.9,4,0,Delivered
O714084,C103426,05-11-2025,Delhi,UPI,18.3,,15,Delivered
O719372,C104684,26-11-2025,Delhi,UPI,27.9,3,35,Delivered
O721097,C105079,17-07-2025,Mumbai,Wallet,9.7,5,30,Delivered
O724533,C105954,13-06-2025,Bengaluru,UPI,26.9,4,0,Delivered
O715448,C103751,24-03-2025,Delhi,Wallet,12.7,5,20,Delivered
O718438,C104460,25-06-2025,Bengaluru,UPI,16.2,5,0,Delivered
O714955,C103631,07-06-2025,Hyderabad,Wallet,27.5,3.5,5,Delivered
O716037,C103886,22-10-2025,Hyderabad,UPI,25.2,4,35,Delivered
O705950,C101453,14-10-2024,Mumbai,Wallet,37,3,10,Delivered
O721039,C105071,07-11-2024,Delhi,UPI,25,5,35,Delivered
O724355,C105912,28-09-2025,Chennai,COD,12.5,5,15,Delivered
O705532,C101338,02-12-2025,Hyderabad,Card,21.3,4,5,Delivered
O721826,C105277,17-02-2025,Bengaluru,UPI,24.2,4,0,Delivered
O719759,C104776,07-08-2025,Delhi,COD,20.8,4,5,Delivered
O722981,C105555,23-11-2024,Mumbai,Card,12.9,5,50,Delivered
O716453,C103988,06-11-2025,Delhi,Card,28.8,4.5,30,Delivered
O720442,C104938,26-11-2025,Delhi,COD,15.7,5,10,Delivered
O702954,C100745,08-08-2025,Hyderabad,UPI,22.3,4.5,15,Delivered
O706420,C101565,18-11-2025,Bengaluru,UPI,28.1,4.5,40,Delivered
O700897,C100215,30-12-2025,Pune,UPI,25,3.5,5,Delivered
O723291,C105635,03-08-2024,Delhi,UPI,15.6,5,5,Delivered
O719200,C104642,16-10-2025,Bengaluru,UPI,28.4,4.5,15,Delivered
O708287,C102004,25-03-2025,Mumbai,UPI,16.4,4.5,0,Delivered
O707756,C101897,02-09-2025,Chennai,UPI,20,4.5,20,Delivered
O715177,C103681,07-09-2024,Mumbai,UPI,19.2,5,20,Delivered
O707526,C101845,07-08-2025,Delhi,UPI,28.2,3.5,15,Cancelled
O718728,C104532,15-08-2025,Bengaluru,UPI,20.6,5,10,Delivered
O701843,C100429,09-10-2025,Bengaluru,COD,26.2,4,5,Delivered
O718445,C104463,10-01-2025,Delhi,UPI,29,3.5,15,Delivered
O723119,C105594,21-09-2025,Pune,UPI,23.9,4,20,Delivered
O724474,C105943,23-11-2025,Bengaluru,UPI,33.6,4,45,Delivered
O713650,C103323,22-12-2025,Pune,COD,24.3,4.5,0,Delivered
O708718,C102111,13-09-2024,bengaluru,COD,8.3,5,5,Delivered
O712719,C103082,30-04-2025,Mumbai,UPI,25.6,4,15,Delivered
O719270,C104664,01-06-2024,MUMBAI,UPI,25.5,4.5,15,Delivered
O719079,C104609,30-03-2025,Mumbai,UPI,22.8,4.5,30,Delivered
O716211,C103925,12-10-2025,Delhi,UPI,30.5,3.5,10,Delivered
O704917,C101180,21-09-2025,Bengaluru,UPI,26.9,4,30,Delivered
O715053,C103650,13-08-2025,Delhi,UPI,9.7,5,35,Delivered
O710004,C102425,06-05-2025,mumbai,UPI,21.2,,10,Delivered
O707193,C101771,15-06-2025,Mumbai,Card,34.4,4,10,Delivered
O701176,C100269,23-01-2025,Delhi,UPI,21.3,,0,Delivered
O722548,C105450,21-10-2025,delhi,COD,22.9,4,15,Delivered
O708881,C102140,01-08-2025,Delhi,Card,26.3,4.5,20,Delivered
O716166,C103916,10-07-2025,Delhi,Card,15,,0,Delivered
O711097,C102681,18-03-2025,DELHI,COD,13,4.5,30,Delivered
O700959,C100222,08-08-2025,Bengaluru,Card,23.2,5,0,Delivered
O720346,C104914,15-02-2025,Bengaluru,UPI,20.5,5,40,Delivered
O702058,C100495,30-10-2024,Delhi,Wallet,20,5,20,Delivered
O719150,C104627,22-07-2025,Chennai,UPI,14.2,5,0,Delivered
O723014,C105567,11-06-2024,Delhi,UPI,17.2,5,5,Delivered
O700264,C100057,20-06-2025,Bengaluru,Card,29,4,5,Delivered
O718313,C104431,20-08-2024,Delhi,Card,7.6,5,30,Delivered
O708886,C102141,18-12-2025,Delhi,Card,14.9,5,30,Delivered
O703338,C100850,27-08-2025,Delhi,UPI,18.5,5,20,Delivered
O703269,C100826,03-06-2025,Bengaluru,UPI,39.4,2,15,Delivered
O714055,C103422,13-05-2025,Delhi,Card,15.5,5,30,Delivered
O710019,C102429,06-04-2025,Bengaluru,UPI,28.8,4,5,Delivered
O719734,C104771,16-09-2025,Bengaluru,UPI,10.7,5,0,Delivered
O707874,C101924,17-11-2025,Delhi,COD,24.3,4.5,20,Delivered
O708583,C102084,18-10-2025,Delhi,Card,25.8,3,20,Delivered
O707281,C101789,07-04-2025,Mumbai,Card,20.8,5,35,Delivered
O723346,C105652,09-11-2025,Bengaluru,COD,38.8,3.5,5,Delivered
O709680,C102344,26-11-2024,Pune,UPI,24.9,5,15,Delivered
O715979,C103880,02-12-2025,Delhi,UPI,23.1,4,0,Cancelled
O700267,C100060,28-07-2025,Pune,UPI,19.4,5,0,Delivered
O716997,C104088,17-04-2025,Delhi,UPI,25.9,4,15,Delivered
O718650,C104512,31-08-2025,Bengaluru,UPI,34.1,4,15,Delivered
O713012,C103160,02-03-2025,Mumbai,UPI,14.9,5,10,Delivered
O719225,C104651,11-02-2025,Delhi,UPI,11,5,30,Delivered
O714546,C103534,15-03-2025,Delhi,UPI,13.5,5,0,Returned
O708618,C102092,12-10-2024,Bengaluru,UPI,30.9,4,20,Cancelled
O712145,C102933,02-10-2025,Delhi,Card,18.2,5,10,Delivered
O708575,C102084,30-07-2024,Delhi,COD,23.1,4,5,Delivered
O700509,C100132,10-10-2025,Delhi,UPI,29.7,3.5,30,Delivered
O702890,C100728,17-02-2025,Chennai,Card,28.9,,5,Delivered
O702235,C100556,10-05-2025,Delhi,Card,17.4,5,10,Delivered
O705258,C101270,11-06-2024,Mumbai,UPI,23.6,5,15,Delivered
O708481,C102050,15-04-2025, Bengaluru ,COD,26.8,4.5,0,Delivered
O705667,C101376,16-04-2025,Hyderabad,UPI,26.2,4,5,Delivered
O701255,C100283,10-11-2024,Mumbai,COD,17.3,5,10,Delivered
O720627,C104981,03-05-2025,Chennai,UPI,23.3,5,5,Delivered
O707908,C101929,25-08-2024,Bengaluru,UPI,30.5,3,30,Delivered
O705535,C101341,27-10-2024,Delhi,COD,25.5,4,30,Delivered
O715671,C103796,15-03-2025,Pune,UPI,14,5,20,Delivered
O705293,C101275,26-05-2025,Bengaluru,Card,12.5,5,5,Delivered
O723793,C105775,30-01-2025,Delhi,UPI,10.4,5,15,Delivered
O720867,C105035,09-10-2025,Hyderabad,UPI,33.6,3.5,10,Delivered
O719810,C104786,06-08-2025,Mumbai,COD,25.2,4,0,Delivered
O713681,C103340,08-08-2025,Chennai,Card,25.2,4.5,0,Delivered
O706627,C101618,21-11-2025,Delhi,UPI,11.2,5,25,Delivered
O700378,C100092,13-09-2025,Bengaluru,Card,21.1,4.5,0,Delivered
O705428,C101315,20-12-2025,Bengaluru,Wallet,29.4,3.5,5,Delivered
O709723,C102352,01-03-2025,Hyderabad,UPI,29.2,5,0,Delivered
O704825,C101163,27-11-2024,Mumbai,Card,17.6,4.5,20,Returned
O706754,C101647,06-11-2024,Bengaluru,UPI,34.8,3,20,Delivered
O723448,C105674,29-10-2025,Pune,UPI,33.8,2.5,0,Delivered
O714223,C103467,07-04-2025,Mumbai,Wallet,30,3,30,Returned
O708589,C102088,08-09-2024,Hyderabad,UPI,22.9,5,40,Delivered
O722536,C105449,10-08-2025,Bengaluru,COD,16.5,5,20,Delivered
O723781,C105773,26-05-2025,Delhi,UPI,19.2,5,0,Delivered
O701250,C100281,13-09-2025,Pune,UPI,25.2,4.5,5,Delivered
O718469,C104468,11-12-2025,Mumbai,Card,24.2,4.5,10,Delivered
O702116,C100516,19-06-2025,Hyderabad,Card,28.9,4.5,5,Delivered
O710179,C102462,29-11-2025,Chennai,UPI,31.2,3.5,45,Delivered
O715805,C103842,25-12-2025,Mumbai,UPI,18.1,5,5,Delivered
O703066,C100776,28-05-2024,Mumbai,UPI,14.5,5,15,Delivered
O706783,C101655,11-04-2025,Pune,UPI,25.9,3.5,30,Delivered
O702220,C100552,04-07-2025,Delhi,UPI,7.8,5,15,Delivered
O718202,C104404,08-01-2025,Delhi,Card,16.4,,20,Cancelled
O714717,C103569,20-05-2025,Mumbai,UPI,16.1,5,0,Delivered
O700742,C100183,16-01-2025,Mumbai,Wallet,25,3.5,5,Delivered
O712496,C103028,14-10-2025,Mumbai,Card,24.9,3.5,40,Delivered
O718023,C104355,04-07-2025,Delhi,UPI,15.4,5,15,Delivered
O720845,C105027,24-05-2025,Delhi,COD,21.6,5,0,Delivered
O707264,C101785,24-02-2025,hyderabad,Wallet,32.1,,5,Delivered
O701583,C100364,25-01-2025,Chennai,COD,25.6,4,15,Delivered
O714839,C103594,18-04-2025,Chennai,UPI,20.2,,0,Delivered
O713992,C103407,16-02-2025,MUMBAI,Wallet,24.7,4.5,30,Delivered
O715607,C103787,06-11-2025,Hyderabad,UPI,41.9,3,15,Delivered
O704763,C101146,22-02-2025,Bengaluru,COD,18.3,5,5,Returned
O701705,C100402,04-10-2025,Mumbai,Card,19.4,5,20,Delivered
O720350,C104916,11-09-2025,Hyderabad,UPI,37.9,3,5,Delivered
O720990,C105065,11-05-2025,Delhi,UPI,15.3,5,45,Delivered
O718403,C104450,23-11-2024,Delhi,Card,,5,10,Delivered
O710923,C102649,20-05-2025,Mumbai,Card,20.1,3.5,15,Delivered
O707355,C101804,17-03-2025,Pune,COD,23.5,4.5,10,Delivered
O706596,C101611,08-11-2024,Chennai,UPI,26.6,4,20,Delivered
O705068,C101221,06-03-2025,Mumbai,UPI,31.2,3,0,Delivered
O713332,C103240,26-10-2025,Hyderabad,COD,33.8,2,35,Delivered
O705970,C101457,29-10-2024,Delhi,UPI,32,4,15,Delivered
O719833,C104795,04-05-2025,Bengaluru,UPI,26.4,5,10,Delivered
O721929,C105310,11-04-2024,Chennai,Card,22.6,4,10,Delivered
O718769,C104538,17-01-2025,Mumbai,UPI,21.5,5,15,Delivered
O707097,C101742,23-06-2025,Chennai,COD,29.2,4,10,Delivered
O708551,C102080,04-05-2025,Delhi,UPI,20.9,3.5,25,Delivered
O710977,C102659,24-10-2024,Mumbai,Card,23.3,4,35,Delivered
O700014,C100003,07-08-2025,Mumbai,Card,23.1,4,20,Delivered
O712767,C103094,18-11-2025,Chennai,COD,26.1,3.5,20,Delivered
O701393,C100316,31-10-2024,Pune,UPI,11.3,5,45,Delivered
O720060,C104858,19-02-2025,Delhi,COD,15,5,20,Delivered
O717470,C104204,02-06-2025,Mumbai,Card,10.3,5,40,Delivered
O701436,C100326,01-10-2025,Delhi,UPI,21.4,4,15,Delivered
O716381,C103972,05-04-2024,Bengaluru,COD,34.5,2.5,5,Delivered
O721684,C105236,31-10-2024,Chennai,COD,33.8,4,35,Delivered
O706158,C101500,12-10-2025,BENGALURU,Card,24.9,4,25,Delivered
O701987,C100468,20-11-2024,Hyderabad,Card,32.9,3.5,10,Delivered
O713270,C103222,03-10-2025,Bengaluru,COD,37.7,3.5,30,Delivered
O714972,C103634,08-10-2025,Delhi,UPI,20.4,4.5,40,Delivered
O701969,C100465,26-04-2025,Pune,UPI,12.9,5,15,Delivered
O724601,C105964,28-07-2024,Pune,Card,35.2,2,5,Cancelled
O717471,C104204,11-06-2025,Mumbai,UPI,17,5,10,Delivered
O717837,C104300,18-11-2024,delhi,UPI,26,4,25,Delivered
O718405,C104450,25-02-2025,Delhi,COD,22.4,4,0,Delivered
O700951,C100219,16-10-2025,Delhi,UPI,19.9,3.5,10,Delivered
O702982,C100753,04-01-2025,Bengaluru,COD,26.2,5,45,Delivered
O716918,C104072,24-06-2024,Hyderabad,COD,19.3,4.5,5,Delivered
O708336,C102016,08-09-2024,Hyderabad,UPI,33.3,3.5,40,Delivered
O718408,C104450,08-11-2025,Delhi,COD,28.3,4,50,Delivered
O718439,C104460,15-07-2025,Bengaluru,Card,17.3,5,5,Delivered
O724202,C105871,20-08-2025,Delhi,UPI,16.5,4.5,0,Delivered
O710327,C102494,23-10-2024,Bengaluru,UPI,29.3,2.5,20,Delivered
O714393,C103498,03-10-2024,Delhi,Card,,,25,Delivered
O715546,C103776,22-10-2025,Delhi,UPI,29.8,3.5,15,Delivered
O713500,C103293,30-10-2024,Delhi,COD,9.3,5,50,Delivered
O710850,C102631,07-07-2025,Delhi,UPI,20,5,20,Delivered
O709056,C102178,30-06-2024,Mumbai,UPI,21.7,5,30,Delivered
O704595,C101109,12-10-2025,Delhi,,19.8,4.5,15,Delivered
O714004,C103410,10-10-2025,Delhi,COD,27.4,3.5,25,Delivered
O723940,C105802,19-12-2025,Pune,UPI,14.1,5,0,Cancelled
O702123,C100517,04-07-2025,Delhi,UPI,17.1,5,35,Cancelled
O702571,C100649,23-10-2025, Bengaluru ,COD,25.1,4.5,5,Delivered
O716465,C103992,05-01-2025,Mumbai,UPI,21.9,5,10,Delivered
O718366,C104440,24-11-2025,Bengaluru,UPI,32.4,4,30,Delivered
O723797,C105775,14-08-2025,Delhi,Wallet,20.4,,5,Delivered
O712088,C102918,21-09-2025,Hyderabad,COD,32.8,3,5,Delivered
O711336,C102737,17-10-2025,bengaluru,UPI,30.5,3,20,Delivered
O721889,C105300,26-07-2024,Mumbai,UPI,27.1,4,30,Cancelled
O719542,C104720,07-07-2024,Bengaluru,UPI,18.3,,0,Delivered
O700817,C100195,23-11-2025,Delhi,Card,23.8,3.5,25,Delivered
O719510,C104711,23-10-2025,Delhi,Card,33.1,3,25,Delivered
O722757,C105495,05-05-2024,Mumbai,Wallet,22.6,5,30,Returned
O720135,C104875,13-11-2025,Bengaluru,UPI,38.5,3,5,Delivered
O716055,C103889,23-02-2025,Pune,UPI,26.2,4,20,Delivered
O713449,C103279,10-12-2024,Delhi,,16.6,5,5,Delivered
O704418,C101072,14-10-2024, Chennai ,UPI,34.7,3.5,15,Returned
O708180,C101974,01-07-2025,Delhi,UPI,23.6,4.5,30,Delivered
O713117,C103180,02-07-2025,Delhi,Wallet,14.2,5,20,Delivered
O721047,C105073,21-07-2024,Hyderabad,Wallet,800.8,4,5,Delivered
